time, pressure (hPa), altitude_raw (ft), acceleration_raw_x (ft/s^2), acceleration_raw_y, acceleration_raw_z, gyro_x (radians/s), gyro_y, gyro_z, altitude_filtered (ft), velocity_filtered (ft/s), acceleration_filtered (ft/s^2), temperature (from IMU, degrees C), ats_position (servo degrees)
237397,935.12,671.80,0.03,-26.08,-3.49,-0.05,0.76,0.00,2203.07,565.20,26.29,13.26,0.51
237426,934.57,676.65,2.00,-24.43,-4.46,-0.07,0.74,0.00,2220.03,565.96,25.54,13.22,0.51
237456,934.03,681.50,4.07,-25.13,-6.15,-0.05,0.73,0.01,2236.89,566.63,25.89,13.25,0.51
237486,933.47,686.45,3.96,-24.29,-6.10,-0.06,0.74,0.04,2253.68,567.22,25.60,13.22,0.51
237517,932.90,691.51,5.27,-23.50,-7.17,-0.03,0.73,0.05,2270.48,567.79,25.35,13.20,0.51
237546,932.33,696.63,1.31,-24.93,-5.72,-0.04,0.74,0.07,2287.28,568.36,25.49,13.19,0.54
237576,931.78,701.49,3.51,-23.93,-6.52,-0.01,0.74,0.08,2304.00,568.84,25.25,13.25,0.51
237618,931.24,711.41,2.48,-23.66,-4.49,-0.01,0.73,0.09,2323.64,569.03,24.68,13.21,0.54
237647,930.67,716.20,-0.41,-23.67,-3.65,-0.03,0.73,0.07,2339.91,569.09,24.29,13.20,0.54
237677,929.61,720.85,1.41,-24.12,-4.35,-0.03,0.73,0.07,2357.96,570.61,24.43,13.18,0.57
237703,929.11,725.28,1.10,-23.91,-4.58,-0.04,0.74,0.06,2375.62,571.79,24.40,13.21,0.54
237737,928.63,729.58,-1.03,-23.87,-5.09,-0.05,0.75,0.03,2392.89,572.60,24.42,13.20,0.57
237767,928.16,733.82,2.84,-23.01,-3.99,-0.05,0.75,0.05,2409.77,573.07,23.93,13.25,0.57
237797,927.68,738.08,2.32,-22.49,-4.77,-0.05,0.74,0.03,2426.32,573.25,23.48,13.23,0.57
237827,927.21,742.32,2.76,-22.84,-4.30,-0.05,0.73,0.05,2442.56,573.15,23.44,13.23,0.57
237852,926.73,746.62,3.36,-23.03,-3.51,-0.05,0.72,0.06,2458.54,572.86,23.49,13.17,0.57
237882,926.26,750.84,2.02,-23.72,-6.24,-0.04,0.71,0.06,2474.26,572.37,24.09,13.23,0.57
237913,925.77,755.16,2.75,-23.08,-5.13,-0.04,0.70,0.08,2489.77,571.73,23.93,13.20,0.57
237942,925.28,759.60,0.61,-22.35,-7.67,-0.03,0.68,0.06,2505.16,571.00,23.77,13.21,0.57
237972,924.80,763.85,1.04,-22.41,-4.61,-0.01,0.70,0.06,2520.36,570.11,23.29,13.22,0.57
238003,924.31,768.28,0.46,-21.35,-3.00,-0.02,0.70,0.06,2535.45,569.14,22.35,13.21,0.60
238032,923.82,772.65,2.17,-21.37,-5.45,0.00,0.69,0.05,2550.43,568.09,22.24,13.22,0.63
238062,923.33,777.05,3.19,-22.00,-4.59,-0.02,0.69,0.07,2565.31,566.99,22.48,13.19,0.63
238092,922.84,781.44,0.86,-20.92,-3.34,-0.04,0.70,0.07,2580.11,565.84,21.78,13.22,0.60
238123,922.36,785.82,-0.91,-21.90,-1.39,-0.03,0.71,0.04,2594.83,564.65,21.87,13.20,0.63
238152,921.87,790.19,-2.65,-20.76,-4.96,-0.00,0.70,0.02,2609.47,563.42,21.67,13.23,0.63
238182,921.44,794.08,1.29,-21.93,-3.24,-0.04,0.67,0.05,2623.86,562.02,21.95,13.21,0.63
238213,920.97,798.33,1.71,-21.13,-5.97,-0.05,0.69,-0.00,2638.15,560.58,21.98,13.17,0.63
238242,920.46,802.84,3.55,-20.65,-4.95,-0.03,0.70,0.04,2652.47,559.18,21.72,13.21,0.63
238272,919.96,807.38,4.41,-20.53,-6.62,-0.01,0.68,0.03,2666.82,557.85,21.87,13.18,0.63
238302,919.45,811.96,3.24,-19.77,-4.19,-0.01,0.74,0.07,2681.21,556.57,21.10,13.23,0.63
238333,918.94,816.53,0.97,-20.40,-6.83,0.01,0.73,0.07,2695.64,555.35,21.33,13.23,0.66
238362,918.45,820.98,4.49,-20.37,-2.66,0.00,0.70,0.10,2710.06,554.16,21.16,13.20,0.66
238392,917.95,825.50,-0.51,-19.86,-6.32,0.03,0.70,0.06,2724.50,552.99,20.98,13.22,0.66
238423,917.46,829.87,-1.67,-20.21,-2.76,0.02,0.70,0.07,2738.90,551.82,20.70,13.22,0.66
238452,917.01,834.01,-1.37,-20.21,-3.77,-0.00,0.71,0.05,2753.16,550.56,20.64,13.21,0.66
238482,916.55,838.08,-0.75,-19.76,-3.33,0.01,0.70,0.03,2767.28,549.21,20.31,13.21,0.66
238512,916.10,842.22,2.49,-19.23,-3.54,0.00,0.69,0.03,2781.31,547.80,19.98,13.20,0.69
238543,915.63,846.39,-0.03,-19.25,-1.36,-0.04,0.70,0.01,2795.25,546.35,19.60,13.20,0.69
238572,915.15,850.75,3.89,-19.34,-3.58,-0.02,0.67,0.05,2809.20,544.95,19.83,13.22,0.69
238602,914.67,855.11,2.03,-18.82,-2.80,-0.03,0.64,0.02,2823.15,543.57,19.45,13.21,0.69
238632,914.17,859.60,2.23,-19.00,-4.05,-0.03,0.64,0.05,2837.17,542.27,19.50,13.25,0.69
238662,913.69,863.93,2.76,-19.11,-2.75,-0.04,0.63,0.06,2851.17,541.00,19.49,13.21,0.69
238692,913.24,868.10,2.74,-18.70,-3.58,-0.05,0.63,0.07,2865.10,539.70,19.34,13.21,0.69
238722,912.76,872.36,0.49,-19.14,-2.42,-0.06,0.62,0.06,2879.00,538.40,19.31,13.24,0.72
238753,912.29,876.62,1.41,-18.44,-5.85,-0.03,0.63,0.08,2892.87,537.11,19.35,13.20,0.72
238782,911.85,880.64,1.93,-18.65,-2.37,-0.05,0.62,0.08,2906.63,535.75,19.10,13.18,0.72
238812,911.39,884.79,1.09,-18.65,-4.42,-0.04,0.62,0.08,2920.33,534.39,19.15,13.25,0.72
238842,910.93,888.96,1.09,-18.39,-5.72,-0.03,0.63,0.07,2934.00,533.02,19.22,13.21,0.72
238873,910.47,893.18,1.41,-18.11,-4.93,-0.03,0.65,0.08,2947.65,531.68,18.99,13.19,0.72
238902,910.02,897.25,-0.15,-17.91,-6.01,-0.00,0.65,0.05,2961.23,530.30,18.93,13.19,0.72
238932,909.58,901.25,2.01,-17.42,-5.64,0.02,0.67,0.06,2974.72,528.88,18.65,13.20,0.72
238963,909.13,905.37,-0.06,-17.67,-5.22,0.03,0.67,0.05,2988.18,527.46,18.52,13.21,0.72
238992,908.69,909.34,2.81,-17.71,-3.61,0.03,0.67,0.06,3001.54,525.99,18.38,13.19,0.72
239022,908.31,912.77,2.31,-17.57,-4.40,0.04,0.67,0.07,3014.62,524.33,18.30,13.21,0.75
239053,908.08,914.88,1.26,-18.33,-3.39,0.03,0.66,0.07,3026.91,522.06,18.50,13.19,0.75
239082,908.15,914.29,-0.04,-18.60,-1.86,0.01,0.65,0.05,3037.44,518.42,18.58,13.23,0.72
239146,908.40,908.42,-1.22,-19.63,-2.69,0.00,0.65,0.05,3058.15,511.38,19.20,13.27,0.72
239175,908.79,905.60,1.64,-20.92,-4.27,0.01,0.63,0.03,3061.95,502.08,20.34,13.17,0.72
239205,909.27,904.04,0.02,-21.45,-2.10,-0.02,0.62,0.02,3063.31,491.06,20.93,13.20,0.69
239231,909.35,903.35,2.43,-22.00,-2.28,-0.03,0.58,0.01,3064.01,479.88,21.59,13.23,0.66
239265,909.36,903.24,-1.04,-21.13,-4.37,-0.05,0.58,0.01,3064.33,468.75,21.54,13.23,0.63
239295,909.35,903.35,1.50,-19.30,-4.47,-0.03,0.58,0.02,3064.41,457.74,20.58,13.23,0.63
239326,909.30,903.83,0.85,-18.27,-4.38,-0.04,0.58,0.01,3064.43,446.99,19.57,13.21,0.66
239355,909.18,904.85,2.02,-20.42,-5.68,-0.03,0.59,0.03,3064.60,436.70,20.45,13.20,0.69
239380,909.04,906.19,-0.03,-16.40,-6.90,0.05,0.59,0.02,3065.04,426.89,18.97,13.22,0.66
239411,908.87,907.71,0.27,-12.92,-5.79,0.06,0.65,0.03,3065.80,417.54,16.32,13.23,0.72
239440,908.64,909.81,0.88,-23.46,-5.34,-0.01,0.63,0.04,3067.08,408.96,20.48,13.27,0.81
239470,908.36,912.35,2.39,-23.42,-4.67,-0.00,0.60,0.06,3068.99,401.19,22.35,13.20,0.66
239500,908.07,915.02,-0.69,-23.98,-4.99,-0.04,0.58,0.07,3071.54,394.18,23.48,13.21,0.63
239531,907.76,917.80,1.42,-14.83,-4.38,0.09,0.58,0.08,3074.70,387.74,19.14,13.22,0.57
239560,907.42,920.94,0.01,-15.19,-3.43,0.03,0.56,0.09,3078.56,381.96,17.18,13.21,0.72
239590,907.05,924.26,1.51,-20.93,-1.91,0.03,0.55,0.09,3083.11,376.94,19.26,13.20,0.78
239621,906.58,928.59,1.29,-13.40,-3.86,0.04,0.55,0.09,3088.70,372.81,16.39,13.20,0.72
